content,title,url
"Nongstoiñ, 10 Naitung:U Mawnongrim jong ka Mawshynrut Civil Sub Division ba la ioh ban plie paidbah da u Myntri Rangbah ka sorkar Jylla u Mukul M Sangma ha ryngkat u HDR Lyngdoh Myntri kam pohiing, u la kylla dur, namar ba la shna noh tang dep, tang namar ban ioh pynrung ia ka kyrteng jong u MLA ka thain u bah H. Witting Mawsor, namar ba ha u Mawnongrim ba la pynkhreh bha ka kyrteng jong u MLA ka thain kam shym la don bad paw satia bad kumta tad haduh ban da pynbeit da kawei pat ka por kam shah shuh namar ba ka la dei noh ka sngi ban plie paidbah hynrei wat la u Mawnongrim u la kylla dur ha ka sngi plie la sngewthuh pat ba yn sa pynbha bad shna bha kham hadien.Ha kaba iadei bad katei ka bynta u Rupang u la ioh ban iakren bad u bah H. Witting Mawsor halor katei ka bynta bad na ka liang jong u bah Mawsor u la ong ba katei kaei kaei baroh khoit kadei namar ka jingleh stad jong u DC; namar ba naduh ba u Mukul u la phun sha u tei u MLA ka Mawshynrut ha kaba iadei bad ka jingpyntip ban plie noh ia ka Mawshynrut Civil Sub Division, na ka liang jong u bah Mawsor wut wut u la phun ia u DC ka West Khasi Hills District, u Arun Kumar Kembhavi IAS bad u la ia kynduh ruh markhmat ia u DC ha Madan Christ King ha ka sngi Tohdieng jong ka taiew ba la lah ha kapor ba ki dang leit ban jurip ia kaba jaka ban pynlong ia ka jingialang plie ia u maw nongrim.“Nga la pynkynmaw ia u DC ba ka kyrteng jong nga kum u local MLA kadei ban don ha u Maw nongrim hynrei u DC u la jubab ia nga da kaba u la ong ba “Protocol Doesn’t Allowed” bad hadien katei nga la buh  jingkylli ia u ba ka protocol aiu kata u kren bad nangno u la ioh hukum? bad na ka liang jong u DC u la jubab ba la hukum da ka Political Department ba um dei ban thoh ia ka kyrteng jongno jongno ruh, hynrei lait tang ka kyrteng jong u Myntri Rangbah bad jong u Myntri kam pohiing bad haba nga kylli ba mano bala hukum ia u bad u DC u la ong ba dei u MS Rao Principal Secreatary Home & Police Department” ong u bah Mawsor.Shuh shuh hadien katei na ka liang jong u bah Mawsor u la ong ba u la pyrshang ban telephun ia u MS Rao, la katto katne sien hynrei um ioh bad hadien pat u la ong biang ia u DC ba ha baroh ki jingplie ia ka Civil Sub Division lane ia ki Block ka kyrteng jong u local MLA jong ka thain ka dei beit ban don namar khamtam ba ka Civil Sub Division Mawshynrut kadei hapoh Iing jong u bad dei ma u ban pdiang kum ka jingiadonlang (In Presence) bad ia ka burom dei ban ioh lut sha ka sorkar bad kumjuh u kongsan bad u symbud kongsan ki dei na ka sorkar,  hynrei kum ka dak jong ka jingiadon lang ka kyrteng jong u local MLA kadei ban don.“Hynrei kaba sngew lyngngoh ka long ba u DC u la iai ong beit ba um lah ban leh ei ei lada um ioh ia ka hukum bad hadien ba nga la sngew dom nga la phun noh ia u Myntri Rangbah bad kumjuh ia u HDR Lyngdoh ban pyntip ia katei ka jingjia bad na ka liang jong ki ruh ki la pynpaw ia ka jingsngew lyngngoh halor katei ka jingbymthoh lang ia ka kyrteng jong u MLA ha u Mawnongrim bad hadien katei na ka liang jong u Myntri Rangbah bad u myntri ka kam pohiing ki la hukum ba dei ban kynthup lang ia ka kyrteng jong u local MLA ha u Mawnongrim bad kumta na ka liang jong u DC shimiet shimiet ki hap ban leh ia ka ban pynrung ia ka kyrteng ka jong nga ha u Mawnongrim” ong biang u bah Mawsor.U bah Mawsor hadien bala wai ka jingialang plie ia u Mawnongrim mynta ka sngi u la leit iakynduh markhmat bad u MS Rao ban kylli ba ka dei shisha ne em ba dei ma u u ba la hukum ia u DC ban nyn thoh ia ka kyrteng jong u local MLA bad na ka liang jong u MS Rao u la jubab da kaba u ong Em bad u la ong ruh ba kam don kaba kum kata ka hukum bad u bah Mawsor u la ia kynduh ruh ia u DC bad u la ong ba “Phi la thok ia nga bad nga la sngewthuh ruh ba katei ka dei ka jingleh stad jong u DC ka Nongstoin bad nga la ong ruh ia u DC ba lada u kwah ban iatreilang nangne sha khmat um dei ban leh stad palat”.Ha kaba iadei pat bad ka jingpynkhreh ia ka jingialang plie ia u mawnongrim jong ka Mawshynrut Civil Sub Division kaba long tang lai sngi na ka liang jong u bah Mawsor u la ai khublei kyrpang ia baroh ki ophisar sorkar bad kumjuh ia kito kiba la iadon bynta baroh namar ba kila trei shitom haduh katta katta ban pynlong ia ka sngi kaba mynta ban iphuh iphieng bad ym i kop ruh ba ka jingpynkhreh ka long tang lai sngi, hynrei la I kumba la pynkhreh lypa da ki taiew.","Leh stad U DC, ba jah kyrteng U MLA  Mawshynrut, ong U bah Witting",https://www.urupang.com/leh-stad-u-dc-ba-jah-kyrteng-u-mla-mawshynrut-ong-u-bah-witting/
"Shillong, 03 Naitung:U MLA ka Nongthymmai u Dr Jemino Mawthoh u la sam borti ADB (Asian Development Bank) na ka bynta ban theh niut ha ka shnong Lapalang ha kane ka sngi. Ha ka thain Nongthymmai ki don 11 tylli ki shnong kiba la iasoi bad ka tnad pynroi sor ka sorkar ban pyntreikam ia kane ka projek pynkhuid shabar ka jaka ka Municipal.Ha kane ka sngi, la don lang u Rangbah Shnong, u secretary, Rangbah dong bad kiwei ha kaba da ki spah tylli ki longiing ki la wan ban shimti ia u borti.Ka shnong Lapalang ka dei kawei napdeng ki 11 tylli ki shnong kiba hap shabar ka Shillong Municipal Board (SMB) kiba la mynjur ban wan kit niut da ka kali Municipal.Kine ki shnong ki la iasoi ia ka jingiateh bad ka sorkar ba kan pyntreikam ia ka skhim pynkhuid ia ka sor kaba la bei pisa da ka Asian Development Bank (ADB).Ki shnong kiba la iasoi ia ka Memorandum of Understanding (MOU) ki long ka Mawlai Mawiong, Lapalang, Lawjynriew, Lumsohphoh, Nongmensong, RR Colony, Rynjah, Umpling bad na ka thain Nongthymmai.Katkum ka jingong ka sorkar ka jingpdiang ban wan kit niut ki kali Municipal, kam mut ba kan tuklar ban pynrung ia ki ha ka jaka ka Municipal hynrei kin neh haka jingpeit ka district council ha ka Scheduled Area.la ong ba kane ka skhim pynkhuid ia ka sor ka long ban pyniakhlad ia ki jaboh ba pyut bad ki bym pyut ha kaba ka ADB ka la bei pisa na ka bynta kane.","Ioh borti thieh niut ka Lapalang, kaba shabar ka Municipal",https://www.urupang.com/ioh-borti-thieh-niut-ka-lapalang-kaba-shabar-ka-municipal/
"Shillong, 03 Naitung:Ka jingiakhih sangeh trei kaba la iaid sha ka shi taiew jong ki nongtrei ka Meghalaya Transport Corporation Workers’ Union (MTCWU) ka la ktah ia ka leit ka wan jong ki bos MTC kiba iaid shabar jylla bad hapoh ka jylla.Bun bah ki nongwan jngohkai sha kane ka jylla, ki la sah ei bad kim ioh ban leit ban wan da ka bos MTC kynthup kito kiba thmu ban thied tiket namar ba ka khang lut hadien ba ka sorkar kam shym la jubab eiei haduh mynta ia ka jingdawa jongki, ban pynneh shwa ia ka Kong Adalyne Nikhli kum ka Managing Director.Hynrei ia ki skul bos la pynlait noh namar ba ka ktah jur ia ki khynnah skul.Ki nongtrei jong ka MTC ki la sangeh treikam naduh ka 27 tarik Jylliew da kaba dawa ba ka sorkar ka dei ban pynneh ia ka Kong Nikhla.Haba kren sha ki nongthoh khubor mynta ka sngi, u general secretary ka MTCWU, u Bah K. Rumnong u la ong ba ka jingsangeh triekam kan bteng beit namar ba kam don kano kano ka khubor na ka sorkar kaba la phah sha ki haduh kine ki sngi.“Baroh ki kam ki jam jong ka MTC la weng lut. Ka jingdawa jong ngi ka long ban pynsangeh noh ia ka jingweng ia ka Kong Nikhla na ka kam MD MTC,” u la ong.Ha kawei ka liang, u Chief Secretary, u Y. Tsering u la kyntait ban kren eiei halor kane, hynrei u shu ong ba ka sorkar ka don ki kyndon pyniaid ia ki nongtrei sorkar.“Ngi don la ki jong ki kyndon bad ki rule bad ngin peit namar ba ia baroh ki nongtrei sorkar la hap hapoh ka rule”, la ong u Chief secretary.",Bteng ka jingsangeh trei ki  nongtrei MTC la shi taiew,https://www.urupang.com/bteng-ka-jingsangeh-trei-ki-nongtrei-mtc-la-shi-taiew/
"Jowai, 3 Naitung:Da ki spah ngut ki khynnah skul ka HK Singh Memorial Secondary School, Jowai ha ryngkat ka jingiatreilang ki pulit ka Jowai Traffic Branch ki la mih paidbah ban pynkhuid ia ka Iawmusiang ha ki bynta bapher bapher naduh na phyllaw skul shaduh thanad, Newhill, Wah-Nangbah Road bad Thomas Jones Road.Kane ka long shibynta ban wanrah ia ka jingkhuid ia ka nongbah Jowai bad ha kajuh ka por ban pynpaw sha ki paidbah ba donkam ban sumar khuid ia ki jaka paidbah lada ha ki surok ne ha ki ophis sorkar bad wat ha ki skul bad haiing lajong.","Mih ki khynnah skul bad ki pulit,  ban pynkhuid Iew Musiang",https://www.urupang.com/mih-ki-khynnah-skul-bad-ki-pulit-ban-pynkhuid-iew-musiang/
"Shillong, 03 Naitung:Ka HSPDP Mawthadraishan Constituency Area Unit ka pynrem bad pyrshah jur ia ka jingleh lyndet bad jingshet shukor jong u Bah Blandingstar Warjri u MDC, ia ka seng, ia ki nongialam ba hakhlieh jong ka seng bad ia ki nongkyrshan ba lui lui kiba la trei shitom met bad mynsiem ban pynjop ia u.Ha ka kyrwoh ba la pyllait, la ong ba une u MDC u khlem kynjoh ktien wat tang shi kyntien ruh ia ki nongialam bad nongkyrshan jong ka seng, hynrei ula shu jah rngai kumto kumba shah rah ha u ksuid tynjang naduh ka miet 19tarik Jylliew 2017 bad dei tad haduh ka janmiet jong ka 22tarik Jylliew 2017 hadien ba la wai ka dorbar jong ka KHADC ba u sa wan mihpaw pyrthei ban kren ha ki lad pathai khubor bad ula pynbna artad ba shispah na ka shispah ula rai ban leit pyniasoh bad ai jingkyrshan ia ka PDF, kaba long pyrshah ia ka rai jong ka seng, kaba la dep weng noh ia ka jingkyrshan na katei ka kynhun.Ka seng bad ki paidbah nongkyrshan ki la jied ia u ban leit shong ha iing dorbar ban iasaid ia ki jingeh jong ka constituency, ka ri bad ka jaidbynriew bad la ong “Ngi khlem jied ia u ba un leit shong riehtngen ha ki pyntha phlang ba jyrngam jong ka jingdum”.Ka jingleh jong u Bah Blandingstar Warjri MDC, ka dei ka jingleh kaba la pynsah umdum ha kaba ka HSPDP Mawthadraishan ka pynrem jur namar tang hapoh ki 6 bnai ba u la jop, u la pynkhein ia la ka kular ba u la khlei ban ieng skhem halor ki nongrim jong ka seng kaba la pynjop ia u. Ka jingleh jong u ka dei ruh ka jingiuhroit bad ka jingthombor ia ka hok jong ki nongkyrshan ba lui lui jong ka party kiba la pynjop don burom ia u ha ka bye election MDC kaba dang shu dep shen ha u bnai December 2016.Ka HSPDP Mawthadraishan, ka dawa ia u Bah Blandingstar Warjri MDC ba u dei ban resain noh mardor na ka kam MDC ba u bat bad um don hok shuh ba un dang bteng ia katei ka kam namar dei ka HSPDP kaba la pynjop ia u; ym dei ba u la jop hi.Ha ka juh ka por ka HSPDP Mawthadraishan Constituency Area Unit ka kyrpad ia baroh ki nongialam jong ki Primary Unit bad baroh ki nongkyrshan jong ka seng kiba hap hapoh ka Mawthadraishan constituency ba kim dei shuh ban shah ialam bakla ha utei u MDC uba la shet shukor bad phet noh na ka party. Ka party ka long kaba la pynkhreh ban iakhun bad ban ioh ia ka jingjop ba don burom ha ka election MLA 2018 arshah ban ia kaba ngi la pynjop ia u Bah Blandingstar Warjri uba la phet noh na ka seng.",“Risain noh Bah Blanding” dawa  ka HSPDP Mawthadraishan,https://www.urupang.com/risain-noh-bah-blanding-dawa-ka-hspdp-mawthadraishan/
"Jowai, 3 Naitung:Ka kynhun ki nongtuh ki la prong ia ka bank Nongkyndong lane ka Meghalaya Rural Bank, Rymbai Brank bad ki la ioh ban rong haduh 3 tylli ki kor Kompiwtor kiba pyndonkam hapoh katei ka Bank.Ka nongtrei jong katei ka bank ka la kyndit ban iohi ba ka jingkhang ba na shadien ka la plie bad ia u tala la dep ot haba wan trei mynta ka step sngi Nyngkong.Ka Bank ka la khang naduh ka sngi Saitjain bad ha ka sngi U Blei bad ym lah ban tip mynno ki nongtuh ki la rung shapoh katei ka bank la ha ka miet sngi Saitjain ne miet sngi U Blei.Ki Pulit ka East Jaintia Hills ki la iathuh ba kitei ki nongtuh kim shym la ktah ia kaei kaei laitnoh tang ia kitei ki lai tylli ki kor Compiwtor.“Kim shym la rung wat shapoh kamra u Manager bad khamtam sha kamra kyrpang (Strong Room)”, la ong ki pulit kiba tohkit ia kane ka jingjia.","Ot ki nongtuh ia ka tala, rung ha Bank ha Rymbai",https://www.urupang.com/ot-ki-nongtuh-ia-ka-tala-rung-ha-bank-ha-rymbai/
"Shillong, 3 Naitung:Hynnin ka sngi, ki pulit ki la ioh kem ia saw tylli ki trok kit dewiong. Ka kali kaba don ia u number AS-01HC-8648, ka dei kaba la niah da U Kalvinson (32), ka number HR-61C-2148, ba la niah da U Pranding Nongbri, ka number AS-01FC-5057, ba niah da U Tahir Ali bad ka No ML-04C-4168. Kitei ki kali, la ioh kem da ki pulit Ri Bhoi, katba ki dang iaid ha ka National Highway – 40. Ki pulit ki la kem ia ki nongniah bad ki nongbud jong kitei ki trok.",Kurup ki  pulit 4 ki trok dewiong,https://www.urupang.com/kurup-ki-pulit-4-ki-trok-dewiong/
"Shillong, 3 Naitung:Mynta ka janmiet, ki arngut ki hep rit kiba na Mawlai Nongpdeng, kawei kaba dang 11 snem bad kawei pat kaba dang 8 snem ka rta, ki la shah rahbor ha lai ngut ki briew sha Golflink bad ynda poi ha madan Golflink, ki la iehnoh ia ki hangtei khlem da leh sniew eiei satia.Ki lad khubor ki ia thuh ba kitei ki ar ngut ki khynnah kynthei, ki mih na iing bad ki rah ia ka bol ban ialehkai phutbol hajan iing, hynrei la wan poi kawei ka kali jyrngam, kaba don lai ngut ki briew (kaba kim tip bha ka dei ka kali aiu) bad ki la thep ia ki hapoh kali bad arngut na kitei ki nongrahbor, ki shong lang bad ki ha ka jaka shong kaba hadien, katba uwei pat u dei u nongniah kali bad kitei kiba shong hadien, ki set ia kitei ki hep rit na shyntur bad ki teh ruh da ki tyllai na kjat. Ha lynti sha Golflink, la iathuh ba uwei u la thmu ban bat bor ia kawei na kitei ki hep rit.Ynda poi ha Golflink, lehse, ka lah ban dei ba kam pat dum bha ka bneng, ki la pyllait noh ia kitei ki arngut ki hep rit bad kitei ki la iaid sakma ha surok bah bad haba la lap da ki briew kiba kham rangbah, ki la phah ba kin leit ia kynduh ia ki pulit kiba don ha PTS bad ba la shimti noh da ki pulit jong ka Pasteur ban wad ia ki jingshisha halor ka jingshah rahbor jong kitei ki arngut ki hep rit.Kitei ki hep rit, kim da ithuh dur khmat bha ia kitei ki nongrahbor, hynrei la iathuh ba uwei na kitei, u dei uba tap tuppia bad uba lyngkot ka rynieng jongu.U Bah KW Chyne Rangbah Shnong ka Mawlai Nongpdeng, haba iakren bad U Rupang, u iathuh ba kiba ha iing jong kitei ki khynnah kiba jah, ki khlem leit pyntip eiei satia halor katei ka jingjia sha u, kum u khlieh jong ka Shnong, hynrei ula pyntip lem toi ma u, hadien ba ula ioh jingtip na ki pulit, ba ki la lap ia kitei ki khynnah rit, kiba dei na katei ka Shnong bad kaba ula pyntip ia ki, ha ka por 7baje mynta janmiet, ha kaba ula bthah ruh ia ki, ba kin leit peit ia la ki jong ki khun sha Pasteur Beat House, namar ba ki don ha katei ka thanat jong ki pulit. Lait nangta U bah Chyne, u iathuh ba um tip eiei shuh ia kaei kaba la jia ia kitei arngut ki khynnah rit, wat la u iathuh ba u shu tip, ba ki dei kiba 8 bad 11 snem ka rta.",Shah rahbor 2 ki hep rit na  Mawlai Nongpdeng sha Golflink,https://www.urupang.com/shah-rahbor-2-ki-hep-rit-na-mawlai-nongpdeng-sha-golflink/
"Shillong, 4 Naitung:Ka seng ki samla pule na ri Lum Garo kaba la tip kum ka Achik Students’ Welfare Association (ASWA) ka la weng noh ia ki jingbyrngem ia khih jong ka namarba tang mar ia dawa ka sorkar ka la pynurlong noh khlem da pynslem shuh ia ka jingdawa jong ka. Katei ka seng ka la byrngem ia khih halor ka jingbym ioh jaka pule jong ki samla Garo kiba don kumba 700 ngut ha ka kolej sorkar kaba don ha Tura hynrei tang san sngi shuwa ban kut katei ka por ba ki la buh ka sorkar ka la pynurlong noh ia ka jingdawa jong ki.Ha ka kyrwoh khubor u General secretary katei ka seng u Harley Davidson N Sangma u la ong “Ka jingpynurlong u Dr.Mukul Sangma ia ka jingdawa jong ngi tang hapoh san sngi ba ngi dawa ka la pynum ia ka dohnud jong ngi, ngim donkam shuh ban ia khih namar katei ka mat” ong ka kyrwoh haba pyntip ba la pynrung lut baroh 700 ngut eiei ki samla pule ha ka kolej sorkar ha Tura.Ia kane u la ong ba la pyntip sha katei ka seng da u Principal ka Tura Govt College mynta hi ka sngi, “U la iathuh ba la hukum ba dei ban pynrung klas lut khlem pynslem” ong katei ka kyrwoh kaba la dawa ba ka sorkar ka dei ban mang tyngka na bynta katei ka kolej ban pynbun ia ki nonghikai bad ki nongtrei bad kumjuh ban pynheh ia ka khnang ba katei ka jingeh kan ym mih manla u snem kumhba ju long baroh shi katta.","Mar ia dawa, mar ia long, kmen ki Garo",https://www.urupang.com/mar-ia-dawa-mar-ia-long-kmen-ki-garo/
"Shillong, 4 Naitung:Ka la don ka jingnang kiew ki kynthei kiba dih drok ha ka nongbah kiba hapdeng ka rta 15-16 snem, la ong ka nongkren ha ka jingiaid paidbah pyrshah drok ha ka nongbah mynta ka sngi ba pynlong da ka National Health Mission (NHM), Meghalaya and Red FM.“Ka jingdon ki kynthei kiba dih drok ka la nangkiew ha ka nongbah bad ia kane la pynshisha lyngba ka jingwan rejister ha centre ha Civil Hospital Shillong bad kine ki dei hapdeng ka rta 15-16 snem”, la ong ka kong Phida Dkhar ka nonghikai ia kiba kyrni dih drok.Ka la ong ba ka daw halor kane kaba pynngop ia ki thei samla ka dei namar ka jingiakynduh jingeh ha iing ha sem jongki bad ka jingshah pynshoi ha ki paralok.“Ka jingbym don ka jingiasyllok jong ki kmie ki kpa bad ban iashong kai bad la ki khun ban sneng ban kraw ka la long kawei ka daw kaba pynlong ia ki kynthei ban kylla dih drok namar ka jingshah ialam bakla”, la ong ka Kong Dkhar.Ka la ong ruh ba bunsien ki kmie ki kpa ha kane ka juk kim don por ban iashsongkai ban sneng ia la ki khun bad ki bun kam ban ia beh ia ki kam ki jam ne kiwei ki daw pat.Ka la iathuh ba kine ki Kynthei ki shah pynbor ha ki Kmie ki kpa ba kin leh bha khamtam ha ka jingpule bad kiwei ki kam wat hapdeng ka jingbym Mon jongki run bad Kane ka la ialam ia ki ban phai noh pynban sha ki kam bym man namar ka jingsuhsat ka jingim.Namar Kane ka jingbym iasngewthuh jingmut hapdeng ki Kmie bad kpa khamtam ka jingbym Don por ki Kmie ki kpa ban iasyllok ban iaphylliew jingmut bad ki khun ka la pynlong ia ki Khun ban shah ialam bakla.Kumba long mynta ki don kumba 2000 ngut kiba kyrni drok kiba rejister ha ka nongbah bad kine ki wan shah Sumar man u B’nai ha civil hospital.Ka Kong Dkhar kala kyntu ia ki kmie ki kpa ba kin sngewthuh ba kin ialam ia ki khun jongki lada kiba iakynduh ia kum kane ka jingeh sha ka jaka kaba la buh ha Civil Hospital, Shillong lane ha Ganesh Das hospital.Ka NHM hynne ka la pynlong ia ka jingpynshai ia ki jingsniew na u drok ha jaka ieng bos ha Mawlai, bad ka la don ruh ka jingkyntip ha kaba ki briew ki jubab bad kiba dei ka jubab ki ioh khusnam.","Na ka daw iing, poi kyrni dih  drok ki thei samla ha ka nongbah",https://www.urupang.com/na-ka-daw-iing-poi-kyrni-dih-drok-ki-thei-samla-ha-ka-nongbah/
